Community,Community Address,Community,Build Year,Buiding_Type,Maintenance_Cost,Company,Developer,Total_Building,Total_House
利民路8号,(崇明崇明新城)利民路8号,1.64E+13,1983年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,25户
新崇南路298号,(崇明崇明新城)新崇南路298号,1.64E+13,1998年建成,板楼,暂无信息,暂无信息,暂无信息,4栋,97户
西门路65号,(崇明崇明新城)西门路65号,1.64E+13,2000年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,30户
梅鹤路498号,(青浦白鹤)梅鹤路498号,1.64E+13,2004年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
革新路37号,(宝山张庙)革新路37号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,19户
小云台街235号,(浦东周浦)小云台街235号,1.64E+13,1988年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,6户
运光路79号,(虹口曲阳)运光路79号,1.64E+13,1984年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,12户
西藏北路91号,(静安西藏北路)西藏北路91号,1.64E+13,1959年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,20户
新中路738号,(崇明崇明其它)新中路738号,1.64E+13,2003年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,23户
玉田支路6号,(虹口曲阳)玉田支路6号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
历城路45号,(浦东世博)历城路45号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,10户
清河路393号,(嘉定菊园新区)清河路393号,1.64E+13,1975年建成,板楼,暂无信息,绿衡物业服务（上海）有限公司,陕西亿润经贸有限公司,1栋,36户
中一东路251号,(金山漕泾)中一东路251号,1.64E+13,2002年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
育兰路52弄,(嘉定嘉定新城)育兰路52弄,1.64E+13,1992年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,12户
马陆街124号,(嘉定嘉定新城)马陆街124号,1.64E+13,1985年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
广州路114号,(杨浦东外滩)广州路114号,1.64E+13,2001年建成,板楼,暂无信息,暂无信息,广州路福房地产开发有限公司,1栋,12户
南中路117号,(奉贤南桥)南中路117号,1.64E+13,1990年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
霍山路252弄,(虹口北外滩)霍山路252弄,1.64E+13,1997年建成,板楼,暂无信息,上海东湖物业管理公司,未知,2栋,20户
红庐雅颂别墅,(闵行马桥)元江路5225弄,1.64E+13,2000年建成,板楼,5元/平米/月,戴德梁行物业管理有限公司,上海闵润置业有限公司,83栋,83户
新建路2号,(松江叶榭)新建路2号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,0户
复兴路340弄,(浦东高行)复兴路340弄,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,1栋,10户
长宁支路322号,(长宁中山公园)长宁支路322号,1.64E+13,1985年建成,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,36户
方塔北路4号,(松江松江老城)方塔北路4号,1.64E+13,1997年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,10户
菜花泾60弄,(松江松江老城)菜花泾60弄,1.64E+13,1981年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,35户
云汉富颐苑,(浦东泥城镇)云汉路1288弄,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,71栋,1534户
新城中路6号,(浦东泥城镇)新城中路6号,1.64E+13,1976年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,30户
新开河路568号,(崇明长兴岛)新开河路568号,1.64E+13,1995年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,36户
零陵路670号,(徐汇万体馆)零陵路670号,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,1栋,15户
体育场路20号,(奉贤南桥)体育场路20号,1.64E+13,1990年建成,板楼,0.5元/平米/月,奉贤物业,奉贤开发商,2栋,20户
健康路214号,(金山朱泾)健康路214号,1.64E+13,1997年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,12户
海洋新村,(浦东洋泾)海洋新村,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,32户
新建路13号,(闵行颛桥)新建路13号,1.64E+13,1992年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,9户
南大街29号,(普陀真如)南大街29号,1.64E+13,1992年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,24户
界河弄6号,(金山枫泾)界河弄6号,1.64E+13,1997年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
永丰路6号,(松江松江老城)永丰路6号,1.64E+13,1996年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,18户
浦泰路677弄,(青浦朱家角)浦泰路677弄,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,0户
人民北路220号,(松江松江老城)人民北路220号,1.64E+13,1996年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,18户
少年路41号,(浦东惠南)少年路41号,1.64E+13,1976年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
控江路73号,(杨浦控江路)控江路73号,1.64E+13,1981年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,15户
新建路8号,(闵行颛桥)新建路8号,1.62E+13,1989年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,9户
自在璞境,(嘉定南翔)银翔路1227弄,1.60E+13,2009年建成,板楼,2.5至4.8元/平米/月,上海永绿置业有限公司,华清安居控股有限公司,13栋,1018户
长城珑湾,"(浦东惠南)观海路999弄, 观海路951号",1.60E+13,2012年建成,塔楼/板楼,2.8元/平米/月,长城物业集团股份有限公司上海分公司,中洲控股(上海)上海深长城地产有限公司,28栋,454户
青年路231号,(闵行七宝)青年路231号,1.58E+13,1986年建成,板楼,0.8元/平米/月,暂无信息,暂无,1栋,12户
兰溪路243号,(普陀真如)兰溪路243号,1.57E+13,1986年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,25户
莘西南路99弄,(闵行莘庄)莘西南路99弄,1.53E+13,2011年建成,板楼,暂无信息,暂无信息,暂无信息,11栋,99户
曹杨四村(桐柏园),"(普陀曹杨)曹杨四村240号, 曹杨四村241号, 曹杨四村243号, 曹杨四村267号-270号, 曹杨四村272号-282号",1.52E+13,1975年建成,板楼,0.6元/平米/月,上海曹杨物业有限公司,暂无信息,18栋,464户
清河湾佳苑(二期),(青浦盈浦)清河湾路850弄,1.52E+13,2016年建成,板楼,1.19元/平米/月,暂无信息,暂无信息,10栋,676户
星纪元,(浦东唐镇)高科东路500弄,1.46E+13,2017年建成,塔楼,暂无信息,上海鸿茂物业有限公司,上海联明投资集团置业有限公司,2栋,271户
御澜山,"(青浦赵巷)秀禾路368弄, 秀禾路392号, 秀禾路390号",1.46E+13,2015年建成,板楼,3.3至3.8元/平米/月,中创大厦物业物业管理有限公司,天津开发区裕达房地产开发公司,6栋,522户
吴中路918号,(闵行金虹桥)吴中路918号,1.41E+13,1993年建成,板楼,暂无信息,上海虹霞物业管理公司,上海虹桥发展集团置业有限公司,1栋,29户
南山路7弄,(静安西藏北路)南山路7弄,1.35E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,3栋,15户
生产街132号,(嘉定南翔)生产街132号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
仙霞路488号,(长宁仙霞)仙霞路488号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
长寿路408号,(普陀长寿路)长寿路408号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,3户
玉屏南路329号,(长宁中山公园)玉屏南路329号,1.30E+13,1956年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,7户
新建中路485号,(奉贤南桥)新建中路485号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
江苏北路7号,(长宁中山公园)江苏北路7号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
延安中路14号,(静安静安寺)延安中路14号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
泰和西路3381弄45号,(宝山顾村)泰和西路3381弄45号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
武夷路585号,(长宁中山公园)武夷路585号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
乐都路379号,(松江松江老城)乐都路379号,1.30E+13,1994年建成,板楼,暂无信息,暂无信息,暂无信息,2栋,20户
东方豪园(公寓),(嘉定嘉定新城)宝安公路3518弄,1.30E+13,2010年建成,板楼,2.5元/平米/月,暂无信息,合肥万科瑞翔地产有限公司,6栋,521户
菜场路301弄,(奉贤南桥)菜场路301弄,1.26E+13,1998年建成,板楼,暂无信息,暂无信息,暂无信息,9栋,100户
安化路273号,(长宁中山公园)安化路273号,1.26E+13,1982年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,10户
长春苑,(黄浦打浦桥)南塘浜路122号,1.23E+13,1997年建成,板楼,1.5元/平米/月,暂无信息,陕西亿润经贸有限公司,1栋,30户
复兴中路1271号,(徐汇建国西路)复兴中路1271号,1.22E+13,2000年建成,板楼,2元/平米/月,暂无信息,上海富盛经济开发区开发有限公司,1栋,2户
中粮前滩海景壹号,(浦东三林)东育路95弄,1.19E+13,2018年建成,塔楼,7.5元/平米/月,陆家嘴物业有限公司,上海耀悦置业发展有限公司,8栋,444户
圣和静安公馆,(静安西藏北路)山西北路399弄,1.05E+13,2017年建成,板楼,9.8元/平米/月,第一太平戴维斯物业顾问（上海）有限公司,上海圣和圣置业有限公司,5栋,380户
青云路612号,(静安西藏北路)青云路612号,1.04E+13,1994年建成,板楼,0.8元/平米/月,暂无信息,无开发商,1栋,20户
万城银座,(嘉定南翔)槎溪路222弄,1.04E+13,2013年建成,板楼,3.2元/平米/月,暂无信息,上海卓斯置业有限公司,2栋,480户
延安西路1236弄,(长宁新华路)延安西路1236弄,1.01E+13,1987年建成,板楼,1.16元/平米/月,暂无信息,长宁开发,7栋,72户
富丽公寓(东区),(闵行七宝)七莘路1666弄,1.00E+13,1995年建成,板楼,0.6元/平米/月,巨星物业,巨星房产,22栋,310户
一品漫城三期（公寓）,(闵行浦江)浦申路2639弄,2.00E+13,2012年建成,板楼,2.7至2.8元/平米/月,暂无信息,暂无信息,6栋,253户
阳光苑民耀路268弄,(浦东曹路)民耀路268弄,2.00E+13,1993年建成,板楼,0.55至0.7元/平米/月,暂无信息,暂无信息,33栋,537户
中芯花园199弄,(浦东张江)青桐路199弄,2.00E+13,2005年建成,板楼,1.98元/平米/月,暂无信息,暂无信息,12栋,288户
尚东国际名园（二期）,(浦东三林)海阳路1333弄,2.00E+13,2008年建成,板楼,2.8至8.5元/平米/月,万科物业,暂无信息,43栋,601户
三林苑（一期）,(浦东三林)永泰路1129弄,2.00E+13,1995年建成,板楼,0.7元/平米/月,上海安居物业有限公司,上海市浦东新区房地产(集团)有限公司,90栋,1134户
浦发绿城西泰林路901弄,(浦东三林)西泰林路901弄,2.00E+13,2004年建成,板楼,0.55元/平米/月,上海浦发物业有限公司,浦发集团,99栋,1178户
金地褐石苑,"(松江泗泾)泗凤公路508弄, 泗通路155弄, 泗通路198弄, 泗宝路298弄",2.00E+13,2016年建成,板楼,2.6元/平米/月,金地物业公司,暂无信息,71栋,2370户
淞南老五村,"(宝山淞南)淞南五村, 淞南路200弄101-182号",2.00E+13,1993年建成,板楼,0.6元/平米/月,兴肇物业,松建集团,83栋,1404户
三花现代城(二期香梅苑),"(宝山高境)云西路219弄, 云西路219弄1-25号",2.00E+13,2006年建成,板楼/塔板结合,1至1.5元/平米/月,上海凯仕顿物业管理有限公司,上海境逸房地产有限公司,25栋,1501户
万兆家园(四期),"(闵行七宝)莘路2855弄1号, 莘路2855弄2, 莘路2855弄3号, 莘路2855弄131号至147号",2.00E+13,2003年建成,板楼,1.1元/平米/月,上海万欢物业管理有限公司,万科,20栋,329户
曹杨二村,"(普陀曹杨)曹杨二村131-148号(北杨园), 曹杨二村239-309号(北杨园), 曹杨二村99-130号(北岭园), 曹杨二村149-177号(北岭园), 曹杨二村311-320号(北岭园), 曹杨二村65-70号(北梅园), 曹杨二村81-98号(北梅园), 曹杨路1107弄, 曹杨路1117弄1-2号",2.00E+13,1956年建成,板楼,0.44元/平米/月,上海燎原物业有限公司,西部集团,213栋,5780户
南奉公路9689号,(奉贤南桥)南奉公路9689号,2.00E+13,1993年建成,板楼,5元/平米/月,上海恒帮物业管理有限公司,合肥万科瑞翔地产有限公司,1栋,10户
中兴花苑,(普陀真如)中山北路2451弄200支弄,2.00E+13,1995年建成,板楼,1元/平米/月,暂无信息,物业和度娘都不知道开发商名称,4栋,38户
鸿宝一村(北区),(奉贤西渡)沪杭公路32弄,2.00E+13,1991年建成,板楼,0.24至1.7元/平米/月,上海西乐物业管理有限公司,暂无信息,139栋,2001户
复兴西路299弄,(徐汇衡山路)复兴西路299弄,2.00E+13,1998年建成,塔板结合,6元/平米/月,上海灏米物业管理有限公司,上海米平居置业有限公司,3栋,3户
新世纪花苑(二期)(浦东),(浦东世博)耀华路421弄1-84号,2.00E+13,1996年建成,板楼,0.8元/平米/月,上海同康物业管理公司,上海新世纪创业集团有限公司,78栋,1518户
新世纪花苑(一期)(浦东),(浦东世博)耀华路331弄1-59号,2.00E+13,1993年建成,板楼,0.8元/平米/月,上海同康物业管理公司,上钢开发公司,50栋,1037户
虹康花苑(一期),(长宁北新泾)仙霞西路500弄,2.00E+13,1999年建成,板楼,0.75元/平米/月,上海益镇物业管理有限公司,暂无信息,71栋,890户
原水小区(制造局路208弄),(黄浦五里桥)制造局路208弄,1.83E+13,1998年建成,板楼,0.6元/平米/月,暂无信息,陕西亿润经贸有限公司,4栋,64户
航华二村春晖小区,(闵行航华)航华二村三街坊301-340号,1.81E+13,1995年建成,板楼,0.8元/平米/月,上海春晖物业管理有限公司,天津建工集团,40栋,678户
好日子大家园D区,(宝山顾村)菊太路1399弄,1.81E+13,2010年建成,板楼,0.4至0.45元/平米/月,暂无信息,上海顾村房地产开发(集团)有限公司,152栋,1824户
好日子大家园C区,(宝山顾村)菊太路1221弄,1.81E+13,2005年建成,板楼,0.4至0.8元/平米/月,好日子物业公司,上海顾村房地产开发(集团)有限公司,135栋,1620户
浦东南路2240号,(浦东塘桥)浦东南路2240号,1.66E+13,1996年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,21户
江东路1586号,(浦东外高桥)江东路1586号,1.66E+13,1985年建成,未知类型,暂无信息,暂无信息,暂无信息,6栋,6户
通河三村,(宝山张庙)通河三村,1.66E+13,1990年建成,板楼,0.6元/平米/月,通河物业,南油物业,6栋,74户
虹盛东路29号,(浦东唐镇)虹盛东路29号,1.64E+13,2001年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
友谊路38号,(宝山淞宝)友谊路38号,1.64E+13,1995年建成,板楼,暂无信息,上海宝房物业服务公司,上海宝房（集团）有限公司,4栋,48户
武威路1057弄,(普陀桃浦)武威路1057弄,1.64E+13,1992年建成,板楼,暂无信息,暂无信息,暂无信息,2栋,40户
乐都路29号,(松江松江老城)乐都路29号,1.64E+13,1990年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
堡镇中路57号,(崇明堡镇)堡镇中路57号,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,2栋,243户
陈家镇六二路,(崇明陈家镇)六二路1号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,0户
志丹路170弄,(普陀甘泉宜川)志丹路170弄,1.64E+13,1998年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
长江南路86号,(宝山淞南)长江南路86号,1.64E+13,1994年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,10户
泾波路516号,(金山枫泾)泾波路516号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,1户
上海派,"(嘉定安亭)于塘南路82弄, 荣轩路21号, 荣轩路55-83号(单), 荣轩路51弄, 于塘南路380弄",1.64E+13,2017年建成,板楼,3.3至3.9元/平米/月,上海路劲物业管理有限公司,上海隽达置业有限公司,65栋,1950户
克东路50弄,(宝山杨行)克东路50弄,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,1户
劳动街235号,(松江车墩)劳动街235号,1.64E+13,1998年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
西林南路3号,(松江松江老城)西林南路3号,1.64E+13,1995年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,12户
